,sales,date,region
26153,155100,2020-08-28,south
26154,155400,2020-08-28,east
26155,162300,2020-08-28,west
26180,169800,2020-08-29,north
26181,165900,2020-08-29,south
26182,159300,2020-08-29,east
26183,167400,2020-08-29,west
26208,180000,2020-08-30,north
26209,155400,2020-08-30,south
26210,171300,2020-08-30,east
26211,161100,2020-08-30,west
26236,179700,2020-08-31,north
26237,158100,2020-08-31,south
26238,162300,2020-08-31,east
26239,151500,2020-08-31,west
26264,179700,2020-09-01,north
26265,170400,2020-09-01,south
26266,153900,2020-09-01,east
26267,161700,2020-09-01,west
26292,173700,2020-09-02,north
26293,163500,2020-09-02,south
26294,167100,2020-09-02,east
26295,163200,2020-09-02,west
26320,157500,2020-09-03,north
26321,171300,2020-09-03,south
26322,158100,2020-09-03,east
26323,171900,2020-09-03,west
26348,153300,2020-09-04,north
26349,153900,2020-09-04,south
26350,156900,2020-09-04,east
26351,174300,2020-09-04,west
26376,162000,2020-09-05,north
26377,174300,2020-09-05,south
26378,156300,2020-09-05,east
26379,176400,2020-09-05,west
26404,163800,2020-09-06,north
26405,173400,2020-09-06,south
26406,179400,2020-09-06,east
26407,178200,2020-09-06,west
26432,150900,2020-09-07,north
26433,174900,2020-09-07,south
26434,160800,2020-09-07,east
26435,179400,2020-09-07,west
26460,171000,2020-09-08,north
26461,153600,2020-09-08,south
26462,153900,2020-09-08,east
26463,151200,2020-09-08,west
26488,157800,2020-09-09,north
26489,157500,2020-09-09,south
26490,155100,2020-09-09,east
26491,165000,2020-09-09,west
26516,166200,2020-09-10,north
26517,176700,2020-09-10,south
26518,159600,2020-09-10,east
26519,171000,2020-09-10,west
26544,176400,2020-09-11,north
26545,172200,2020-09-11,south
26546,161100,2020-09-11,east
26547,165600,2020-09-11,west
26572,160200,2020-09-12,north
26573,168600,2020-09-12,south
26574,159900,2020-09-12,east
26575,180000,2020-09-12,west
26600,150300,2020-09-13,north
26601,155400,2020-09-13,south
26602,155400,2020-09-13,east
26603,157500,2020-09-13,west
26628,164700,2020-09-14,north
26629,177600,2020-09-14,south
26630,178800,2020-09-14,east
26631,179100,2020-09-14,west
26656,154200,2020-09-15,north
26657,178200,2020-09-15,south
26658,162000,2020-09-15,east
26659,164100,2020-09-15,west
26684,159000,2020-09-16,north
26685,173400,2020-09-16,south
26686,171000,2020-09-16,east
26687,164100,2020-09-16,west
26712,161100,2020-09-17,north
26713,158100,2020-09-17,south
26714,159600,2020-09-17,east
26715,153900,2020-09-17,west
26740,176400,2020-09-18,north
26741,158400,2020-09-18,south
26742,170100,2020-09-18,east
26743,151800,2020-09-18,west
26768,169200,2020-09-19,north
26769,174300,2020-09-19,south
26770,173700,2020-09-19,east
26771,159000,2020-09-19,west
26796,162300,2020-09-20,north
26797,152100,2020-09-20,south
26798,159000,2020-09-20,east
26799,167700,2020-09-20,west
26824,177600,2020-09-21,north
26825,162900,2020-09-21,south
26826,177600,2020-09-21,east
26827,172800,2020-09-21,west
26852,177600,2020-09-22,north
26853,162900,2020-09-22,south
26854,153900,2020-09-22,east
26855,156300,2020-09-22,west
26880,150600,2020-09-23,north
26881,169800,2020-09-23,south
26882,173400,2020-09-23,east
26883,155700,2020-09-23,west
26908,152700,2020-09-24,north
26909,176100,2020-09-24,south
26910,156000,2020-09-24,east
26911,165000,2020-09-24,west
26936,153300,2020-09-25,north
26937,160200,2020-09-25,south
26938,174300,2020-09-25,east
26939,161700,2020-09-25,west
26964,153600,2020-09-26,north
26965,177300,2020-09-26,south
26966,152100,2020-09-26,east
26967,154200,2020-09-26,west
26992,173700,2020-09-27,north
26993,150900,2020-09-27,south
26994,162600,2020-09-27,east
26995,158400,2020-09-27,west
27020,167100,2020-09-28,north
27021,168000,2020-09-28,south
27022,159900,2020-09-28,east
27023,177600,2020-09-28,west
27048,167400,2020-09-29,north
27049,172800,2020-09-29,south
27050,155100,2020-09-29,east
27051,164100,2020-09-29,west
27076,161400,2020-09-30,north
27077,177300,2020-09-30,south
27078,150900,2020-09-30,east
27079,174000,2020-09-30,west
27104,161400,2020-10-01,north
27105,159900,2020-10-01,south
27106,178500,2020-10-01,east
27107,150600,2020-10-01,west
27132,168900,2020-10-02,north
27133,165900,2020-10-02,south
27134,178500,2020-10-02,east
27135,170100,2020-10-02,west
27160,151500,2020-10-03,north
27161,154500,2020-10-03,south
27162,159900,2020-10-03,east
27163,151200,2020-10-03,west
27188,152400,2020-10-04,north
27189,177900,2020-10-04,south
27190,150000,2020-10-04,east
27191,175500,2020-10-04,west
27216,177300,2020-10-05,north
27217,174300,2020-10-05,south
27218,166200,2020-10-05,east
27219,159600,2020-10-05,west
27244,178800,2020-10-06,north
27245,150300,2020-10-06,south
27246,177900,2020-10-06,east
27247,156300,2020-10-06,west
27272,155400,2020-10-07,north
27273,173400,2020-10-07,south
27274,162900,2020-10-07,east
27275,160800,2020-10-07,west
27300,179400,2020-10-08,north
27301,167400,2020-10-08,south
27302,166200,2020-10-08,east
27303,178800,2020-10-08,west
27328,153600,2020-10-09,north
27329,152100,2020-10-09,south
27330,165600,2020-10-09,east
27331,155100,2020-10-09,west
27356,159300,2020-10-10,north
27357,159000,2020-10-10,south
27358,167100,2020-10-10,east
27359,170700,2020-10-10,west
27384,156900,2020-10-11,north
27385,177300,2020-10-11,south
27386,167400,2020-10-11,east
27387,153600,2020-10-11,west
27412,167700,2020-10-12,north
27413,160500,2020-10-12,south
27414,165300,2020-10-12,east
27415,174900,2020-10-12,west
27440,157800,2020-10-13,north
27441,163800,2020-10-13,south
27442,151500,2020-10-13,east
27443,168300,2020-10-13,west
27468,168000,2020-10-14,north
27469,175500,2020-10-14,south
27470,158400,2020-10-14,east
27471,159000,2020-10-14,west
27496,151800,2020-10-15,north
27497,170100,2020-10-15,south
27498,171600,2020-10-15,east
27499,156300,2020-10-15,west
27524,163800,2020-10-16,north
27525,168900,2020-10-16,south
27526,151500,2020-10-16,east
27527,163200,2020-10-16,west
27552,150900,2020-10-17,north
27553,179100,2020-10-17,south
27554,150900,2020-10-17,east
27555,177600,2020-10-17,west
27580,152400,2020-10-18,north
27581,171600,2020-10-18,south
27582,157800,2020-10-18,east
27583,171300,2020-10-18,west
27608,165600,2020-10-19,north
27609,172500,2020-10-19,south
27610,155400,2020-10-19,east
27611,152400,2020-10-19,west
27636,156900,2020-10-20,north
27637,175800,2020-10-20,south
27638,175800,2020-10-20,east
27639,161400,2020-10-20,west
27664,174000,2020-10-21,north
27665,152100,2020-10-21,south
27666,172200,2020-10-21,east
27667,160500,2020-10-21,west
27692,174900,2020-10-22,north
27693,163800,2020-10-22,south
27694,171000,2020-10-22,east
27695,166800,2020-10-22,west
27720,163500,2020-10-23,north
27721,153300,2020-10-23,south
27722,163500,2020-10-23,east
27723,157500,2020-10-23,west
27748,173700,2020-10-24,north
27749,159300,2020-10-24,south
27750,170700,2020-10-24,east
27751,153600,2020-10-24,west
27776,168900,2020-10-25,north
27777,168000,2020-10-25,south
27778,160500,2020-10-25,east
27779,161700,2020-10-25,west
27804,174600,2020-10-26,north
27805,151800,2020-10-26,south
27806,165600,2020-10-26,east
27807,154200,2020-10-26,west
27832,158100,2020-10-27,north
27833,171600,2020-10-27,south
27834,168300,2020-10-27,east
27835,151800,2020-10-27,west
27860,174600,2020-10-28,north
27861,158700,2020-10-28,south
27862,164400,2020-10-28,east
27863,173100,2020-10-28,west
27888,177000,2020-10-29,north
27889,169200,2020-10-29,south
27890,155700,2020-10-29,east
27891,152400,2020-10-29,west
27916,177300,2020-10-30,north
27917,168900,2020-10-30,south
27918,177600,2020-10-30,east
27919,168600,2020-10-30,west
27944,158100,2020-10-31,north
27945,175800,2020-10-31,south
27946,175500,2020-10-31,east
27947,166800,2020-10-31,west
27972,166500,2020-11-01,north
27973,155100,2020-11-01,south
27974,177000,2020-11-01,east
27975,159300,2020-11-01,west
28000,173400,2020-11-02,north
28001,150000,2020-11-02,south
28002,174000,2020-11-02,east
28003,168600,2020-11-02,west
28028,155100,2020-11-03,north
28029,175200,2020-11-03,south
28030,174600,2020-11-03,east
28031,158100,2020-11-03,west
28056,177300,2020-11-04,north
28057,178800,2020-11-04,south
28058,154500,2020-11-04,east
28059,150600,2020-11-04,west
28084,164400,2020-11-05,north
28085,160500,2020-11-05,south
28086,168600,2020-11-05,east
28087,153900,2020-11-05,west
28112,172500,2020-11-06,north
28113,159900,2020-11-06,south
28114,165900,2020-11-06,east
28115,157500,2020-11-06,west
28140,165300,2020-11-07,north
28141,164100,2020-11-07,south
28142,158700,2020-11-07,east
28143,175800,2020-11-07,west
28168,178500,2020-11-08,north
28169,169500,2020-11-08,south
28170,158100,2020-11-08,east
28171,173400,2020-11-08,west
28196,178800,2020-11-09,north
28197,159300,2020-11-09,south
28198,159300,2020-11-09,east
28199,151200,2020-11-09,west
28224,163800,2020-11-10,north
28225,173400,2020-11-10,south
28226,169500,2020-11-10,east
28227,163800,2020-11-10,west
28252,169500,2020-11-11,north
28253,153300,2020-11-11,south
28254,173100,2020-11-11,east
28255,168900,2020-11-11,west
28280,171300,2020-11-12,north
28281,159600,2020-11-12,south
28282,168600,2020-11-12,east
28283,151500,2020-11-12,west
28308,158100,2020-11-13,north
28309,152100,2020-11-13,south
28310,167700,2020-11-13,east
28311,163500,2020-11-13,west
28336,174900,2020-11-14,north
28337,154200,2020-11-14,south
28338,160200,2020-11-14,east
28339,155700,2020-11-14,west
28364,168600,2020-11-15,north
28365,163800,2020-11-15,south
28366,179400,2020-11-15,east
28367,165900,2020-11-15,west
28392,177300,2020-11-16,north
28393,167100,2020-11-16,south
28394,162600,2020-11-16,east
28395,172500,2020-11-16,west
28420,168600,2020-11-17,north
28421,152100,2020-11-17,south
28422,173400,2020-11-17,east
28423,153000,2020-11-17,west
28448,169800,2020-11-18,north
28449,177000,2020-11-18,south
28450,175200,2020-11-18,east
28451,166200,2020-11-18,west
28476,156600,2020-11-19,north
28477,159000,2020-11-19,south
28478,163500,2020-11-19,east
28479,169800,2020-11-19,west
28504,168300,2020-11-20,north
28505,165300,2020-11-20,south
28506,152700,2020-11-20,east
28507,152400,2020-11-20,west
28532,159300,2020-11-21,north
28533,165600,2020-11-21,south
28534,162300,2020-11-21,east
28535,163800,2020-11-21,west
28560,159600,2020-11-22,north
28561,157500,2020-11-22,south
28562,165600,2020-11-22,east
28563,172500,2020-11-22,west
28588,176700,2020-11-23,north
28589,165000,2020-11-23,south
28590,164100,2020-11-23,east
28591,163200,2020-11-23,west
28616,160200,2020-11-24,north
28617,163200,2020-11-24,south
28618,174300,2020-11-24,east
28619,161700,2020-11-24,west
28644,172500,2020-11-25,north
28645,176100,2020-11-25,south
28646,179100,2020-11-25,east
28647,162000,2020-11-25,west
28672,177000,2020-11-26,north
28673,179100,2020-11-26,south
28674,166500,2020-11-26,east
28675,174300,2020-11-26,west
28700,163200,2020-11-27,north
28701,158700,2020-11-27,south
28702,168000,2020-11-27,east
28703,165600,2020-11-27,west
28728,174600,2020-11-28,north
28729,159900,2020-11-28,south
28730,171900,2020-11-28,east
28731,179400,2020-11-28,west
28756,175800,2020-11-29,north
28757,155700,2020-11-29,south
28758,164700,2020-11-29,east
28759,174000,2020-11-29,west
28784,163500,2020-11-30,north
28785,158400,2020-11-30,south
28786,161400,2020-11-30,east
28787,174900,2020-11-30,west
28812,158700,2020-12-01,north
28813,171900,2020-12-01,south
28814,162000,2020-12-01,east
28815,165600,2020-12-01,west
28840,155400,2020-12-02,north
28841,175500,2020-12-02,south
28842,173700,2020-12-02,east
28843,154800,2020-12-02,west
28868,157200,2020-12-03,north
28869,156000,2020-12-03,south
28870,174600,2020-12-03,east
28871,178800,2020-12-03,west
28896,163800,2020-12-04,north
28897,162600,2020-12-04,south
28898,151800,2020-12-04,east
28899,177300,2020-12-04,west
28924,170700,2020-12-05,north
28925,161400,2020-12-05,south
28926,172200,2020-12-05,east
28927,152400,2020-12-05,west
28952,156000,2020-12-06,north
28953,161700,2020-12-06,south
28954,156600,2020-12-06,east
28955,151500,2020-12-06,west
28980,150900,2020-12-07,north
28981,154500,2020-12-07,south
28982,159600,2020-12-07,east
28983,167100,2020-12-07,west
29008,168600,2020-12-08,north
29009,178500,2020-12-08,south
29010,180000,2020-12-08,east
29011,159000,2020-12-08,west
29036,178800,2020-12-09,north
29037,178800,2020-12-09,south
29038,158400,2020-12-09,east
29039,166500,2020-12-09,west
29064,162000,2020-12-10,north
29065,172500,2020-12-10,south
29066,156900,2020-12-10,east
29067,153300,2020-12-10,west
29092,150300,2020-12-11,north
29093,171300,2020-12-11,south
29094,165000,2020-12-11,east
29095,177600,2020-12-11,west
29120,162900,2020-12-12,north
29121,166200,2020-12-12,south
29122,162300,2020-12-12,east
29123,159000,2020-12-12,west
29148,165000,2020-12-13,north
29149,164700,2020-12-13,south
29150,168300,2020-12-13,east
29151,153000,2020-12-13,west
29176,174600,2020-12-14,north
29177,155100,2020-12-14,south
29178,154800,2020-12-14,east
29179,176700,2020-12-14,west
29204,178500,2020-12-15,north
29205,173400,2020-12-15,south
29206,157800,2020-12-15,east
29207,159600,2020-12-15,west
29232,177900,2020-12-16,north
29233,177000,2020-12-16,south
29234,158100,2020-12-16,east
29235,161400,2020-12-16,west
29260,150600,2020-12-17,north
29261,153300,2020-12-17,south
29262,167700,2020-12-17,east
29263,173700,2020-12-17,west
29288,163500,2020-12-18,north
29289,180000,2020-12-18,south
29290,179400,2020-12-18,east
29291,165300,2020-12-18,west
29316,171900,2020-12-19,north
29317,167400,2020-12-19,south
29318,157500,2020-12-19,east
29319,165000,2020-12-19,west
29344,170700,2020-12-20,north
29345,169200,2020-12-20,south
29346,161400,2020-12-20,east
29347,156300,2020-12-20,west
29372,157500,2020-12-21,north
29373,150600,2020-12-21,south
29374,159900,2020-12-21,east
29375,168600,2020-12-21,west
29400,151800,2020-12-22,north
29401,167700,2020-12-22,south
29402,172200,2020-12-22,east
29403,156600,2020-12-22,west
29428,167700,2020-12-23,north
29429,154200,2020-12-23,south
29430,178500,2020-12-23,east
29431,167100,2020-12-23,west
29456,172500,2020-12-24,north
29457,150600,2020-12-24,south
29458,156300,2020-12-24,east
29459,166800,2020-12-24,west
29484,178200,2020-12-25,north
29485,155700,2020-12-25,south
29486,179700,2020-12-25,east
29487,156300,2020-12-25,west
29512,155400,2020-12-26,north
29513,165000,2020-12-26,south
29514,169800,2020-12-26,east
29515,173700,2020-12-26,west
29540,177000,2020-12-27,north
29541,173400,2020-12-27,south
29542,177000,2020-12-27,east
29543,152400,2020-12-27,west
29568,172500,2020-12-28,north
29569,153600,2020-12-28,south
29570,175800,2020-12-28,east
29571,168300,2020-12-28,west
29596,151800,2020-12-29,north
29597,167700,2020-12-29,south
29598,161400,2020-12-29,east
29599,176700,2020-12-29,west
29624,152400,2020-12-30,north
29625,153000,2020-12-30,south
29626,158400,2020-12-30,east
29627,179100,2020-12-30,west
29652,174000,2020-12-31,north
29653,169800,2020-12-31,south
29654,177000,2020-12-31,east
29655,165000,2020-12-31,west
29680,153600,2021-01-01,north
29681,154200,2021-01-01,south
29682,167100,2021-01-01,east
29683,175200,2021-01-01,west
29708,179400,2021-01-02,north
29709,162000,2021-01-02,south
29710,158400,2021-01-02,east
29711,150300,2021-01-02,west
29736,175800,2021-01-03,north
29737,157800,2021-01-03,south
29738,167700,2021-01-03,east
29739,172200,2021-01-03,west
29764,159000,2021-01-04,north
29765,178500,2021-01-04,south
29766,173100,2021-01-04,east
29767,168600,2021-01-04,west
29792,153600,2021-01-05,north
29793,157800,2021-01-05,south
29794,168300,2021-01-05,east
29795,160800,2021-01-05,west
29820,174300,2021-01-06,north
29821,174300,2021-01-06,south
29822,163800,2021-01-06,east
29823,178800,2021-01-06,west
29848,171600,2021-01-07,north
29849,160200,2021-01-07,south
29850,159600,2021-01-07,east
29851,179700,2021-01-07,west
29876,166200,2021-01-08,north
29877,166800,2021-01-08,south
29878,166200,2021-01-08,east
29879,152100,2021-01-08,west
29904,156300,2021-01-09,north
29905,164700,2021-01-09,south
29906,174300,2021-01-09,east
29907,165300,2021-01-09,west
29932,173100,2021-01-10,north
29933,160800,2021-01-10,south
29934,151200,2021-01-10,east
29935,154500,2021-01-10,west
29960,174000,2021-01-11,north
29961,161100,2021-01-11,south
29962,153600,2021-01-11,east
29963,162600,2021-01-11,west
29988,161400,2021-01-12,north
29989,157200,2021-01-12,south
29990,153900,2021-01-12,east
29991,160500,2021-01-12,west
30016,154500,2021-01-13,north
30017,154200,2021-01-13,south
30018,177900,2021-01-13,east
30019,168000,2021-01-13,west
30044,170100,2021-01-14,north
30045,167700,2021-01-14,south
30046,161400,2021-01-14,east
30047,159000,2021-01-14,west
30072,202500,2021-01-15,north
30073,219500,2021-01-15,south
30074,218000,2021-01-15,east
30075,239500,2021-01-15,west
30100,211000,2021-01-16,north
30101,214500,2021-01-16,south
30102,234000,2021-01-16,east
30103,239000,2021-01-16,west
30128,247500,2021-01-17,north
30129,232000,2021-01-17,south
30130,210500,2021-01-17,east
30131,209000,2021-01-17,west
30156,205000,2021-01-18,north
30157,241000,2021-01-18,south
30158,212500,2021-01-18,east
30159,232500,2021-01-18,west
30184,233500,2021-01-19,north
30185,210500,2021-01-19,south
30186,234000,2021-01-19,east
30187,242000,2021-01-19,west
30212,241500,2021-01-20,north
30213,249500,2021-01-20,south
30214,207000,2021-01-20,east
30215,240500,2021-01-20,west
30240,209000,2021-01-21,north
30241,214500,2021-01-21,south
30242,224500,2021-01-21,east
30243,233000,2021-01-21,west
30268,246000,2021-01-22,north
30269,223000,2021-01-22,south
30270,201000,2021-01-22,east
30271,238000,2021-01-22,west
30296,202500,2021-01-23,north
30297,208500,2021-01-23,south
30298,242000,2021-01-23,east
30299,217500,2021-01-23,west
30324,201500,2021-01-24,north
30325,244500,2021-01-24,south
30326,225500,2021-01-24,east
30327,208500,2021-01-24,west
30352,221000,2021-01-25,north
30353,214500,2021-01-25,south
30354,220000,2021-01-25,east
30355,216000,2021-01-25,west
30380,205000,2021-01-26,north
30381,228000,2021-01-26,south
30382,216500,2021-01-26,east
30383,234500,2021-01-26,west
30408,200000,2021-01-27,north
30409,201000,2021-01-27,south
30410,206000,2021-01-27,east
30411,202000,2021-01-27,west
30436,214000,2021-01-28,north
30437,231000,2021-01-28,south
30438,228500,2021-01-28,east
30439,200500,2021-01-28,west
30464,229500,2021-01-29,north
30465,219500,2021-01-29,south
30466,246500,2021-01-29,east
30467,209500,2021-01-29,west
30492,240000,2021-01-30,north
30493,229000,2021-01-30,south
30494,237000,2021-01-30,east
30495,216500,2021-01-30,west
30520,243000,2021-01-31,north
30521,226000,2021-01-31,south
30522,221500,2021-01-31,east
30523,214500,2021-01-31,west
30548,235000,2021-02-01,north
30549,218000,2021-02-01,south
30550,229000,2021-02-01,east
30551,211500,2021-02-01,west
30576,231500,2021-02-02,north
30577,210000,2021-02-02,south
30578,243000,2021-02-02,east
30579,221500,2021-02-02,west
30604,200000,2021-02-03,north
30605,235500,2021-02-03,south
30606,211000,2021-02-03,east
30607,224000,2021-02-03,west
30632,238000,2021-02-04,north
30633,230500,2021-02-04,south
30634,230000,2021-02-04,east
30635,212000,2021-02-04,west
30660,218500,2021-02-05,north
30661,229500,2021-02-05,south
30662,221500,2021-02-05,east
30663,205000,2021-02-05,west
30688,222500,2021-02-06,north
30689,240500,2021-02-06,south
30690,209500,2021-02-06,east
30691,220000,2021-02-06,west
30716,207000,2021-02-07,north
30717,206500,2021-02-07,south
30718,208000,2021-02-07,east
30719,201000,2021-02-07,west
30744,239500,2021-02-08,north
30745,234500,2021-02-08,south
30746,208500,2021-02-08,east
30747,225000,2021-02-08,west
30772,204500,2021-02-09,north
30773,234500,2021-02-09,south
30774,245500,2021-02-09,east
30775,226000,2021-02-09,west
30800,213000,2021-02-10,north
30801,203500,2021-02-10,south
30802,204500,2021-02-10,east
30803,214500,2021-02-10,west
30828,232000,2021-02-11,north
30829,235000,2021-02-11,south
30830,208500,2021-02-11,east
30831,216000,2021-02-11,west
30856,237500,2021-02-12,north
30857,223000,2021-02-12,south
30858,223000,2021-02-12,east
30859,213000,2021-02-12,west
30884,242500,2021-02-13,north
30885,246500,2021-02-13,south
30886,210500,2021-02-13,east
30887,248500,2021-02-13,west
30912,234000,2021-02-14,north
30913,224000,2021-02-14,south
30914,228500,2021-02-14,east
30915,237500,2021-02-14,west
30940,211000,2021-02-15,north
30941,232500,2021-02-15,south
30942,226500,2021-02-15,east
30943,217500,2021-02-15,west
30968,229500,2021-02-16,north
30969,225000,2021-02-16,south
30970,218000,2021-02-16,east
30971,246500,2021-02-16,west
30996,238000,2021-02-17,north
30997,213000,2021-02-17,south
30998,235000,2021-02-17,east
30999,247000,2021-02-17,west
31024,200500,2021-02-18,north
31025,212500,2021-02-18,south
31026,248000,2021-02-18,east
31027,224000,2021-02-18,west
31052,212500,2021-02-19,north
31053,242500,2021-02-19,south
31054,205000,2021-02-19,east
31055,204500,2021-02-19,west
31080,226000,2021-02-20,north
31081,210500,2021-02-20,south
31082,242000,2021-02-20,east
31083,240000,2021-02-20,west
31108,234500,2021-02-21,north
31109,204000,2021-02-21,south
31110,217000,2021-02-21,east
31111,244500,2021-02-21,west
31136,214500,2021-02-22,north
31137,205000,2021-02-22,south
31138,220000,2021-02-22,east
31139,214000,2021-02-22,west
31164,249000,2021-02-23,north
31165,237000,2021-02-23,south
31166,205500,2021-02-23,east
31167,238000,2021-02-23,west
31192,233000,2021-02-24,north
31193,242000,2021-02-24,south
31194,223500,2021-02-24,east
31195,204500,2021-02-24,west
31220,220500,2021-02-25,north
31221,206500,2021-02-25,south
31222,230000,2021-02-25,east
31223,203500,2021-02-25,west
31248,245500,2021-02-26,north
31249,235000,2021-02-26,south
31250,227000,2021-02-26,east
31251,231500,2021-02-26,west
31276,200000,2021-02-27,north
31277,230500,2021-02-27,south
31278,215000,2021-02-27,east
31279,230500,2021-02-27,west
31304,214500,2021-02-28,north
31305,215500,2021-02-28,south
31306,229000,2021-02-28,east
31307,215500,2021-02-28,west
31332,236000,2021-03-01,north
31333,243000,2021-03-01,south
31334,218500,2021-03-01,east
31335,224500,2021-03-01,west
31360,237000,2021-03-02,north
31361,230000,2021-03-02,south
31362,221500,2021-03-02,east
31363,222500,2021-03-02,west
31388,240500,2021-03-03,north
31389,200000,2021-03-03,south
31390,202500,2021-03-03,east
31391,238000,2021-03-03,west
31416,239000,2021-03-04,north
31417,233500,2021-03-04,south
31418,220500,2021-03-04,east
31419,203500,2021-03-04,west
31444,208000,2021-03-05,north
31445,234000,2021-03-05,south
31446,204500,2021-03-05,east
31447,200500,2021-03-05,west
31472,207500,2021-03-06,north
31473,219000,2021-03-06,south
31474,230500,2021-03-06,east
31475,219000,2021-03-06,west
31500,222000,2021-03-07,north
31501,202500,2021-03-07,south
31502,235000,2021-03-07,east
31503,242500,2021-03-07,west
31528,217000,2021-03-08,north
31529,209500,2021-03-08,south
31530,247500,2021-03-08,east
31531,239500,2021-03-08,west
31556,238000,2021-03-09,north
31557,200000,2021-03-09,south
31558,218000,2021-03-09,east
31559,236500,2021-03-09,west
31584,238000,2021-03-10,north
31585,232000,2021-03-10,south
31586,200500,2021-03-10,east
31587,227000,2021-03-10,west
31612,200500,2021-03-11,north
31613,241000,2021-03-11,south
31614,206500,2021-03-11,east
31615,217000,2021-03-11,west
31640,217500,2021-03-12,north
31641,231000,2021-03-12,south
31642,249000,2021-03-12,east
31643,240000,2021-03-12,west
31668,206500,2021-03-13,north
31669,216500,2021-03-13,south
31670,230500,2021-03-13,east
31671,210000,2021-03-13,west
31696,224500,2021-03-14,north
31697,236500,2021-03-14,south
31698,230000,2021-03-14,east
31699,234000,2021-03-14,west
31724,233000,2021-03-15,north
31725,244500,2021-03-15,south
31726,239000,2021-03-15,east
31727,221000,2021-03-15,west
31752,236500,2021-03-16,north
31753,250000,2021-03-16,south
31754,223500,2021-03-16,east
31755,248000,2021-03-16,west
31780,206500,2021-03-17,north
31781,232500,2021-03-17,south
31782,248000,2021-03-17,east
31783,226500,2021-03-17,west
31808,244000,2021-03-18,north
31809,202000,2021-03-18,south
31810,211500,2021-03-18,east
31811,207500,2021-03-18,west
31836,203500,2021-03-19,north
31837,249500,2021-03-19,south
31838,234000,2021-03-19,east
31839,222000,2021-03-19,west
31864,238000,2021-03-20,north
31865,236000,2021-03-20,south
31866,232500,2021-03-20,east
31867,234000,2021-03-20,west
31892,230000,2021-03-21,north
31893,203000,2021-03-21,south
31894,211000,2021-03-21,east
31895,249000,2021-03-21,west
31920,242000,2021-03-22,north
31921,203000,2021-03-22,south
31922,245000,2021-03-22,east
31923,231500,2021-03-22,west
31948,247000,2021-03-23,north
31949,224000,2021-03-23,south
31950,215500,2021-03-23,east
31951,200500,2021-03-23,west
31976,200500,2021-03-24,north
31977,207500,2021-03-24,south
31978,208000,2021-03-24,east
31979,239500,2021-03-24,west
32004,243500,2021-03-25,north
32005,205500,2021-03-25,south
32006,213000,2021-03-25,east
32007,236500,2021-03-25,west
32032,232000,2021-03-26,north
32033,232500,2021-03-26,south
32034,221000,2021-03-26,east
32035,222500,2021-03-26,west
32060,246500,2021-03-27,north
32061,217500,2021-03-27,south
32062,214500,2021-03-27,east
32063,208500,2021-03-27,west
32088,231000,2021-03-28,north
32089,207000,2021-03-28,south
32090,235500,2021-03-28,east
32091,241000,2021-03-28,west
32116,247500,2021-03-29,north
32117,200500,2021-03-29,south
32118,202500,2021-03-29,east
32119,226500,2021-03-29,west
32144,209000,2021-03-30,north
32145,239000,2021-03-30,south
32146,241000,2021-03-30,east
32147,203500,2021-03-30,west
32172,247500,2021-03-31,north
32173,213500,2021-03-31,south
32174,244000,2021-03-31,east
32175,210500,2021-03-31,west
32200,240500,2021-04-01,north
32201,200000,2021-04-01,south
32202,248000,2021-04-01,east
32203,249500,2021-04-01,west
32228,226000,2021-04-02,north
32229,210000,2021-04-02,south
32230,248000,2021-04-02,east
32231,232500,2021-04-02,west
32256,234500,2021-04-03,north
32257,200500,2021-04-03,south
32258,217500,2021-04-03,east
32259,233000,2021-04-03,west
32284,248000,2021-04-04,north
32285,245500,2021-04-04,south
32286,216500,2021-04-04,east
32287,235500,2021-04-04,west
32312,227000,2021-04-05,north
32313,241500,2021-04-05,south
32314,215000,2021-04-05,east
32315,221500,2021-04-05,west
32340,244000,2021-04-06,north
32341,243500,2021-04-06,south
32342,225500,2021-04-06,east
32343,226000,2021-04-06,west
32368,202000,2021-04-07,north
32369,212500,2021-04-07,south
32370,212000,2021-04-07,east
32371,207000,2021-04-07,west
32396,213500,2021-04-08,north
32397,205000,2021-04-08,south
32398,240000,2021-04-08,east
32399,204000,2021-04-08,west
32424,226500,2021-04-09,north
32425,234000,2021-04-09,south
32426,224500,2021-04-09,east
32427,245000,2021-04-09,west
32452,238500,2021-04-10,north
32453,225500,2021-04-10,south
32454,206500,2021-04-10,east
32455,229500,2021-04-10,west
32480,241500,2021-04-11,north
32481,235500,2021-04-11,south
32482,242500,2021-04-11,east
32483,215000,2021-04-11,west
32508,228500,2021-04-12,north
32509,231500,2021-04-12,south
32510,208000,2021-04-12,east
32511,230500,2021-04-12,west
32536,211500,2021-04-13,north
32537,238000,2021-04-13,south
32538,219500,2021-04-13,east
32539,232500,2021-04-13,west
32564,204500,2021-04-14,north
32565,237000,2021-04-14,south
32566,248500,2021-04-14,east
32567,208500,2021-04-14,west
32592,218500,2021-04-15,north
32593,227500,2021-04-15,south
32594,205000,2021-04-15,east
32595,232000,2021-04-15,west
32620,233500,2021-04-16,north
32621,241500,2021-04-16,south
32622,211500,2021-04-16,east
32623,238000,2021-04-16,west
32648,237500,2021-04-17,north
32649,225000,2021-04-17,south
32650,241500,2021-04-17,east
32651,239500,2021-04-17,west
32676,200500,2021-04-18,north
